5.0, 2.40334846730676E7, -1.0, 6.3072E7, 356.9335
6.0, 1591045.9860452323, -1.0, 6.3072E7, 356.9335
7.0, 3041120.9975419356, -1.0, 6.3072E7, 356.9335
8.0, 4150.455989081996, 3.72816E7, 6.3072E7, 356.9335
9.0, 1387921.5440646813, -1.0, 6.3072E7, 356.9335
10.0, 943277.6664061086, -1.0, 6.3072E7, 356.9335
11.0, 55151.802854473724, -1.0, 6.3072E7, 356.9335
12.0, 499165.80300374643, -1.0, 6.3072E7, 356.9335
13.0, 667452.4328225637, -1.0, 6.3072E7, 356.9335
14.0, 576341.3437211551, -1.0, 6.3072E7, 356.9335
15.0, 353693.91220989084, -1.0, 6.3072E7, 356.9335
16.0, 86055.12829169181, -1.0, 6.3072E7, 356.9335
17.0, 181173.84913608656, -1.0, 6.3072E7, 356.9335
18.0, 417793.2894381955, -1.0, 6.3072E7, 356.9335
19.0, 594094.0086080229, -1.0, 6.3072E7, 356.9335
20.0, 679905.8885463199, -1.0, 6.3072E7, 356.9335
21.0, 672769.5567944607, -1.0, 6.3072E7, 356.9335
22.0, 562899.2310954212, -1.0, 6.3072E7, 356.9335
23.0, 355754.07195897, -1.0, 6.3072E7, 356.9335
24.0, 57300.503556592754, -1.0, 6.3072E7, 356.9335
25.0, 274019.4153202539, -1.0, 6.3072E7, 356.9335
26.0, 647854.4427936316, -1.0, 6.3072E7, 356.9335
27.0, 1045259.6307526437, -1.0, 6.3072E7, 356.9335
28.0, 1450015.798022994, -1.0, 6.3072E7, 356.9335
29.0, 1849459.685736795, -1.0, 6.3072E7, 356.9335
30.0, 2235010.142667462, -1.0, 6.3072E7, 356.9335
31.0, 2601823.171464811, -1.0, 6.3072E7, 356.9335
32.0, 2947874.162550334, -1.0, 6.3072E7, 356.9335
33.0, 3273001.203626379, -1.0, 6.3072E7, 356.9335
34.0, 3578240.681229481, -1.0, 6.3072E7, 356.9335
35.0, 3865186.857772165, -1.0, 6.3072E7, 356.9335
36.0, 4135786.5044747135, -1.0, 6.3072E7, 356.9335
37.0, 4391903.324547002, -1.0, 6.3072E7, 356.9335
38.0, 4635307.411823068, -1.0, 6.3072E7, 356.9335
39.0, 4867553.871862007, -1.0, 6.3072E7, 356.9335
40.0, 5090001.519789401, -1.0, 6.3072E7, 356.9335
41.0, 5303847.328603583, -1.0, 6.3072E7, 356.9335
42.0, 5510055.356779452, -1.0, 6.3072E7, 356.9335
43.0, 5709464.720755914, -1.0, 6.3072E7, 356.9335
44.0, 5902725.970540175, -1.0, 6.3072E7, 356.9335
45.0, 6090431.802987261, -1.0, 6.3072E7, 356.9335
46.0, 6273059.136872053, -1.0, 6.3072E7, 356.9335
47.0, 6451017.998117182, -1.0, 6.3072E7, 356.9335
48.0, 6624645.895994879, -1.0, 6.3072E7, 356.9335
49.0, 6794218.618191437, -1.0, 6.3072E7, 356.9335
50.0, 6959961.275208303, -1.0, 6.3072E7, 356.9335
51.0, 7122117.766768046, -1.0, 6.3072E7, 356.9335
52.0, 7280846.935074358, -1.0, 6.3072E7, 356.9335
53.0, 7436310.089185714, -1.0, 6.3072E7, 356.9335
54.0, 7588646.233752535, -1.0, 6.3072E7, 356.9335
55.0, 7737981.806973523, -1.0, 6.3072E7, 356.9335
56.0, 7884434.250722918, -1.0, 6.3072E7, 356.9335
57.0, 8028082.014008012, -1.0, 6.3072E7, 356.9335
58.0, 8169018.1858681, -1.0, 6.3072E7, 356.9335
59.0, 8307336.883434132, -1.0, 6.3072E7, 356.9335
60.0, 8443124.65675657, -1.0, 6.3072E7, 356.9335
61.0, 8576456.314172212, -1.0, 6.3072E7, 356.9335
62.0, 8707394.683363674, -1.0, 6.3072E7, 356.9335
63.0, 8835987.72372695, -1.0, 6.3072E7, 356.9335
64.0, 8962305.970625756, -1.0, 6.3072E7, 356.9335
65.0, 9086390.113661954, -1.0, 6.3072E7, 356.9335
66.0, 9208325.02589593, -1.0, 6.3072E7, 356.9335
67.0, 9328174.085325254, -1.0, 6.3072E7, 356.9335
68.0, 9445974.443143044, -1.0, 6.3072E7, 356.9335
69.0, 9561740.798106274, -1.0, 6.3072E7, 356.9335
70.0, 9675541.581665963, -1.0, 6.3072E7, 356.9335
71.0, 9787457.974791681, -1.0, 6.3072E7, 356.9335
72.0, 9897493.365242854, -1.0, 6.3072E7, 356.9335
73.0, 1.0005707293859962E7, -1.0, 6.3072E7, 356.9335
74.0, 1.0112131499617262E7, -1.0, 6.3072E7, 356.9335
75.0, 1.0216826020211162E7, -1.0, 6.3072E7, 356.9335
76.0, 1.0319804809133144E7, -1.0, 6.3072E7, 356.9335
77.0, 1.0421120166215917E7, -1.0, 6.3072E7, 356.9335
78.0, 1.0520843484077312E7, -1.0, 6.3072E7, 356.9335
79.0, 1.0618941010403164E7, -1.0, 6.3072E7, 356.9335
80.0, 1.071544323024821E7, -1.0, 6.3072E7, 356.9335
81.0, 1.0810458394190611E7, -1.0, 6.3072E7, 356.9335
82.0, 1.09040061998883E7, -1.0, 6.3072E7, 356.9335
83.0, 1.099606239291148E7, -1.0, 6.3072E7, 356.9335
84.0, 1.1086708064890478E7, -1.0, 6.3072E7, 356.9335
85.0, 1.1175961111843586E7, -1.0, 6.3072E7, 356.9335
86.0, 1.12638313501907E7, -1.0, 6.3072E7, 356.9335
87.0, 1.1350358233957767E7, -1.0, 6.3072E7, 356.9335
88.0, 1.1435589826443E7, -1.0, 6.3072E7, 356.9335
89.0, 1.151955380658432E7, -1.0, 6.3072E7, 356.9335
90.0, 1.1602251285010498E7, -1.0, 6.3072E7, 356.9335
91.0, 1.168373520568572E7, -1.0, 6.3072E7, 356.9335
92.0, 1.1763958093271196E7, -1.0, 6.3072E7, 356.9335
93.0, 1.1843052315726168E7, -1.0, 6.3072E7, 356.9335
94.0, 1.19209791290577E7, -1.0, 6.3072E7, 356.9335
95.0, 1.199781443516649E7, -1.0, 6.3072E7, 356.9335
96.0, 1.2073487327333337E7, -1.0, 6.3072E7, 356.9335
